,PreferredSponsors,Gender,Country,Degree,city,zip,isFromSocialMedia,day,month,year
10412,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,True,28,3,2023
10413,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Patna,800027,True,24,8,2023
10414,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,True,21,4,2023
10416,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,GAUTAM BUDDHA NAGAR,201310,True,24,8,2023
10418,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Graduate Program Student,Accra,233,True,22,4,2023
10419,"[""Illinois Institute of Technology""]",Male,Pakistan,Undergraduate Student,SUKKUR,65200,False,27,3,2023
10420,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Faisalabad,3377,True,16,6,2023
10421,"[""Saint Louis University""]",Male,Rwanda,Undergraduate Student,Kigali,0,False,18,5,2023
10423,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,INDIAN,680671,True,23,4,2023
10424,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Not in Education,Cairo,11611,False,14,6,2023
10426,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Don't want to specify,British Indian Ocean Territory,Not in Education,adasd,adad,True,15,6,2023
10427,"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Female,Pakistan,Undergraduate Student,karachi,75700,False,1,4,2023
10428,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Meerut,250004,False,8,7,2023
10429,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Vallapalli,523260,False,28,10,2022
10430,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,United Kingdom,Graduate Program Student,Bolton,BL1 4RG,False,23,2,2023
10432,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Excelerate""]",Female,India,Graduate Program Student,Chittoor,517112,False,11,5,2023
10434,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Missouri,63103,True,13,9,2023
10436,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,14,8,2023
10437,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,Carol Stream,60188,True,5,4,2023
10438,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Don't want to specify,Brazil,Undergraduate Student,Budapest,5555,True,14,6,2023
10439,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Graduate Program Student,Accra,0,False,16,7,2023
10440,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Afghanistan,Undergraduate Student,Fjf,623738,True,7,6,2023
10442,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,67730,True,12,6,2023
10443,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,High School Student,mumbai,400037,True,27,9,2023
10444,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Trinidad and Tobago,Undergraduate Student,San Juan,0,True,17,4,2023
10445,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,nizamabad,503230,False,18,4,2023
10446,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Chicago,60616,True,8,10,2023
10447,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,High School Student,Kohat,Masoom444,True,16,6,2023
10448,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,4,3,2023
10449,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500072,False,26,10,2022
10452,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Roorkee,247667,True,25,8,2023
10453,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Kenya,Not in Education,Nairobi,100,True,5,6,2023
10454,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,Aurora,60502,False,30,5,2023
10455,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Canada,Graduate Program Student,Toronto,M3J 3S5,False,14,10,2022
10456,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Gorakhpur,273209,True,30,9,2023
10457,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Kottayam,686541,False,6,7,2023
10459,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Sakhavaram,523113,False,5,4,2023
10460,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500017,False,27,10,2023
10462,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Lucknow,226008,False,14,6,2023
10463,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Rajahmundry,533101,False,19,10,2022
10464,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Meerut,250002,True,24,3,2023
10465,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Not in Education,Lahore,7778,True,16,6,2023
10466,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Kumasi,23321,False,16,6,2023
10467,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Gurgram,122505,False,14,6,2023
10469,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Bangalore,560093,False,14,6,2023
10470,"[""Illinois Institute of Technology""]",Female,United States,Graduate Program Student,chicago,60616,False,18,8,2023
10471,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Ayobo,200219,False,5,7,2023
10472,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,Mansoura,35511,True,15,6,2023
10475,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Agartala,799001,True,13,6,2023
10476,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Ghaziabad,201014,True,22,6,2023
10478,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Benin City,30001,True,3,10,2023
10480,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Maiduguri,600104,True,9,7,2023
10481,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,75300,False,4,8,2023
10482,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Singapore,High School Student,Singapore,534076,True,15,8,2023
10483,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ibadan,28956,False,29,9,2022
10486,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Ibadan,200254,False,22,7,2023
10488,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Graduate Program Student,Lahore,54810,False,13,8,2023
10489,"[""Saint Louis University""]",Male,Ethiopia,Not in Education,Addis Ababa,11657,False,17,8,2023
10490,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,High School Student,gurugram,122018,True,23,8,2023
10491,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,True,2,5,2023
10493,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Undergraduate Student,Delhi,110051,False,3,2,2023
10494,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,MUMBAI,400083,True,22,7,2023
10495,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Visakhapatnam,530018,False,23,6,2023
10496,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Koderma,825409,False,23,7,2023
10497,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,Accra,233,True,15,6,2023
10498,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Graduate Program Student,East Legon,233,False,21,7,2023
10499,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Saint Louis,63108,True,11,7,2023
10502,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,Bayside,11361,False,2,8,2023
10503,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Tando Allahyar,70010,False,29,7,2023
10505,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Kadapa,516289,True,19,5,2023
10506,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Benin City,300282,True,15,6,2023
10507,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ilorin,240101,True,13,6,2023
10509,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Rukpokwu,176,False,16,6,2023
10510,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Graduate Program Student,MUMBAI,400019,False,15,10,2022
10511,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Thiruvalla,689110,True,29,6,2023
10512,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Mumbai,400002,True,19,5,2023
10513,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500062,True,1,6,2023
10515,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Akure,234226,False,15,6,2023
10516,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,False,20,8,2023
10517,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Myanmar,Undergraduate Student,Mandalay,5021,False,19,4,2023
10518,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Accra,A715,False,6,7,2023
